Subject,Start Date,Description,Private
📻【第231回】バンドリ！ポッピンラジオ！,12/04/2021,https://hibiki-radio.jp/description/poppin-radio/detail,False
📻《20:30》【第13回】BanG Dream! Presents RoseliaのRADIO SHOUT!,12/04/2021,https://www.1242.com/bang_dream/,False
📻《21:00》モニカラジオ #52,13/04/2021,https://www.youtube.com/channel/UCN-bFIdJM0gQlgX7h6LKcZA?spfreload=5,False
📻【第115回】RAISE A SUILENのRADIO R･I･O･T,15/04/2021,https://hibiki-radio.jp/description/ras/detail,False
📺《22:00》バンドリ！TVLIVE 2021 #62,15/04/2021,https://www.youtube.com/channel/UCN-bFIdJM0gQlgX7h6LKcZA?spfreload=5,False
📺《23:00》アニメ「BanG Dream! 3rd Season」#2（再）,15/04/2021,https://anime.bang-dream.com/3rd/,False
📻【第32回】Afterglowの夕焼けSTUDIO+,17/04/2021,https://hibiki-radio.jp/description/Afterglowplus/detail,False
📻【第232回】バンドリ！ポッピンラジオ！,19/04/2021,https://hibiki-radio.jp/description/poppin-radio/detail,False
📻《21:00》モニカラジオ #53,20/04/2021,https://www.youtube.com/channel/UCN-bFIdJM0gQlgX7h6LKcZA?spfreload=5,False
💿RAISE A SUILEN 7th Single「EXIST」,21/04/2021,https://bang-dream.com/discographies/2514,False
📻【第116回】RAISE A SUILENのRADIO R･I･O･T,22/04/2021,https://hibiki-radio.jp/description/ras/detail,False
📺《22:00》バンドリ！TV LIVE 2021 #63,22/04/2021,https://www.youtube.com/channel/UCN-bFIdJM0gQlgX7h6LKcZA?spfreload=5,False
📺《23:00》アニメ「BanG Dream! 3rd Season」#3（再）,22/04/2021,https://anime.bang-dream.com/3rd/,False
🎬🌹劇場版「BanG Dream! Episode of Roselia Ⅰ : 約束」公開,23/04/2021,https://roselia-movie.bang-dream.com/theater/,False
🌹EoR1 舞台挨拶ツアー＠新宿ピカデリー+パブリックビューイング,24/04/2021,https://roselia-movie.bang-dream.com/event/,False
📻【第33回】Afterglowの夕焼けSTUDIO+,24/04/2021,https://hibiki-radio.jp/description/Afterglowplus/detail,False
🌹EoR1 舞台挨拶ツアー＠イオンシネマ幕張新都心,25/04/2021,https://roselia-movie.bang-dream.com/event/,False
📻《0:30》【第6回】Afterglowの夕焼けSTUDIO SPECIAL,26/04/2021,https://www.nack5.co.jp/program/afterglow795/,False
📻【第233回】バンドリ！ポッピンラジオ！,26/04/2021,https://hibiki-radio.jp/description/poppin-radio/detail,False
📻《20:30》【第14回】BanG Dream! Present RoseliaのRADIO SHOUT!,26/04/2021,https://www.1242.com/bang_dream/,False
📻《21:00》モニカラジオ #54,27/04/2021,https://www.youtube.com/channel/UCN-bFIdJM0gQlgX7h6LKcZA?spfreload=5,False
💿Poppin'Party×SILENT SIREN対バンライブ「NO GIRL NO CRY」atメットライフドーム,28/04/2021,https://bang-dream.com/discographies/2584,False
📻【第117回】RAISE A SUILENのRADIO R･I･O･T,29/04/2021,https://hibiki-radio.jp/description/ras/detail,False
📺《22:00》バンドリ！TV LIVE 2021 #64,29/04/2021,https://www.youtube.com/channel/UCN-bFIdJM0gQlgX7h6LKcZA?spfreload=5,False
📺《23:00》アニメ「BanG Dream! 3rd Season」#4（再）,29/04/2021,https://anime.bang-dream.com/3rd/,False
