Subject,Start Date,Description,Private
📺《22:00》バンドリ！TV LIVE  2021 #55,18/02/2021,https://www.youtube.com/channel/UCN-bFIdJM0gQlgX7h6LKcZA?spfreload=5,False
📺《23:00》アニメ「BanG Dream! 2nd Season」#7（再）,18/02/2021,https://anime.bang-dream.com/2nd/,False
📺《21:00》Pastel＊PalettesのしゅわりんTV #21,19/02/2021,https://www.youtube.com/channel/UCN-bFIdJM0gQlgX7h6LKcZA?spfreload=5,False
🍰倉田 ましろ　誕生日,19/02/2021,https://bang-dream.bushimo.jp/character/kurata-mashiro/,False
📻【第24回】Afterglowの夕焼け STUDIO＋,20/02/2021,https://hibiki-radio.jp/description/Afterglowplus/detail,False
🎤Roselia×RAISE A SUILEN合同ライブ「Rausch und/and Craziness Ⅱ」,22/02/2021,https://bang-dream.com/events/ruc2,False
📻【第224回】バンドリ！ポッピンラジオ！,22/02/2021,https://hibiki-radio.jp/description/poppin-radio/detail,False
📻《20:30》【第18回】BanG Dream! presents RAISE A SUILENのRADIO R･I･O･T,22/02/2021,https://www.1242.com/bang_dream/,False
🎤Poppin'Party×Morfonica Friendship LIVE「Astral Harmony」,23/02/2021,https://bang-dream.com/events/astralharmony,False
📻《21:00》モニカラジオ #45,23/02/2021,https://www.youtube.com/channel/UCN-bFIdJM0gQlgX7h6LKcZA?spfreload=5,False
💿「バンドリ！ ガールズバンドパーティ！ カバーコレクションVol.5」,24/02/2021,https://bang-dream.com/discographies/2440,False
📻【第170回】RoseliaのRADIO SHOUT!,24/02/2021,https://hibiki-radio.jp/description/Roselia/detail,False
📺《22:00》バンドリ！TV LIVE  2021 #56,25/02/2021,https://www.youtube.com/channel/UCN-bFIdJM0gQlgX7h6LKcZA?spfreload=5,False
📺《23:00》アニメ「BanG Dream! 2nd Season」#8（再）,25/02/2021,https://anime.bang-dream.com/2nd/,False
🌼《19:00》Pastel＊Palettes Sound Only Live「Flowerful＊」,27/02/2021,https://bang-dream.com/events/sol_flowerful,False
📻【第25回】Afterglowの夕焼け STUDIO＋,27/02/2021,https://hibiki-radio.jp/description/Afterglowplus/detail,False
🌼《19:00》Pastel＊Palettes Sound Only Live「Flowerful＊」,28/02/2021,https://bang-dream.com/events/sol_flowerful,False
📺《21:00》バンドリ！6周年記念特別番組,28/02/2021,https://bang-dream.com/news/1126,False
🍰瀬田薫　誕生日,28/02/2021,https://bang-dream.bushimo.jp/character/seta-kaoru/,False
